4 qid:9 1:0.190476 2:0.142857
4 qid:9 1:0.115385 2:0.115385
4 qid:9 1:0.038462 2:0.076923
4 qid:9 1:0.500000 2:0.000000
4 qid:9 1:0.375000 2:0.000000
4 qid:9 1:0.192308 2:0.096154
4 qid:9 1:0.269036 2:0.055838
4 qid:9 1:0.000000 2:0.000000
4 qid:9 1:0.375000 2:0.000000
4 qid:9 1:0.375000 2:0.000000
4 qid:9 1:0.272727 2:0.000000
4 qid:9 1:0.000000 2:0.000000
4 qid:9 1:0.437500 2:0.125000
4 qid:9 1:0.181818 2:0.030303
4 qid:9 1:0.307692 2:0.269231
4 qid:9 1:0.229508 2:0.049180
4 qid:9 1:0.272727 2:0.060606
4 qid:9 1:0.236842 2:0.052632
4 qid:9 1:0.235294 2:0.176471
4 qid:9 1:0.280000 2:0.130000
4 qid:9 1:0.280000 2:0.100000
4 qid:9 1:0.294118 2:0.147059
4 qid:9 1:0.208696 2:0.069565
4 qid:9 1:0.223529 2:0.082353
4 qid:9 1:0.555556 2:0.222222
4 qid:9 1:0.272727 2:0.000000
4 qid:9 1:0.294643 2:0.035714
4 qid:9 1:0.280000 2:0.160000
4 qid:9 1:0.000000 2:0.000000
4 qid:9 1:0.000000 2:0.000000
4 qid:9 1:0.333333 2:0.000000
4 qid:9 1:0.333333 2:0.000000
4 qid:9 1:0.290909 2:0.018182
4 qid:9 1:0.253968 2:0.023810
4 qid:9 1:0.268293 2:0.024390
4 qid:9 1:0.275000 2:0.025000
4 qid:9 1:0.333333 2:0.190476
4 qid:9 1:0.250000 2:0.019231
4 qid:9 1:0.272727 2:0.036364
4 qid:9 1:0.466667 2:0.000000
4 qid:9 1:0.333333 2:0.000000
4 qid:9 1:0.333333 2:0.000000
4 qid:9 1:0.000000 2:0.000000
4 qid:9 1:0.156250 2:0.031250
4 qid:9 1:0.666667 2:0.000000
4 qid:9 1:0.136364 2:0.090909
4 qid:9 1:0.208333 2:0.125000
4 qid:9 1:0.120000 2:0.180000
4 qid:9 1:0.062500 2:0.062500
4 qid:9 1:0.200000 2:0.400000
4 qid:9 1:0.062500 2:0.187500
4 qid:9 1:0.333333 2:0.000000
4 qid:9 1:0.000000 2:0.000000
4 qid:9 1:0.086957 2:0.043478
4 qid:9 1:0.333333 2:0.000000
4 qid:9 1:0.171875 2:0.031250
4 qid:9 1:0.180328 2:0.032787
4 qid:9 1:0.193548 2:0.032258
4 qid:9 1:0.193548 2:0.032258
4 qid:9 1:0.193548 2:0.032258
4 qid:9 1:0.333333 2:0.000000
4 qid:9 1:0.000000 2:0.000000
4 qid:9 1:0.086957 2:0.043478
4 qid:9 1:0.333333 2:0.000000
4 qid:9 1:0.171875 2:0.031250
4 qid:9 1:0.180328 2:0.032787
4 qid:9 1:0.193548 2:0.032258
4 qid:9 1:0.193548 2:0.032258
4 qid:9 1:0.193548 2:0.032258
4 qid:9 1:0.333333 2:0.000000
4 qid:9 1:0.000000 2:0.000000
4 qid:9 1:0.086957 2:0.043478
4 qid:9 1:0.333333 2:0.000000
4 qid:9 1:0.171875 2:0.031250
4 qid:9 1:0.180328 2:0.032787
4 qid:9 1:0.193548 2:0.032258
4 qid:9 1:0.193548 2:0.032258
4 qid:9 1:0.193548 2:0.032258
4 qid:9 1:0.333333 2:0.000000
4 qid:9 1:0.000000 2:0.777778
4 qid:9 1:0.102564 2:0.076923
4 qid:9 1:0.312500 2:0.125000
4 qid:9 1:0.171429 2:0.085714
4 qid:9 1:0.250000 2:0.000000
4 qid:9 1:0.162162 2:0.054054
4 qid:9 1:0.333333 2:0.000000
4 qid:9 1:0.714286 2:0.000000
4 qid:9 1:0.272727 2:0.000000
1 qid:10 1:0.000000 2:0.333333
1 qid:10 1:0.000000 2:0.000000
1 qid:10 1:0.230769 2:0.067308
1 qid:10 1:0.338235 2:0.132353
1 qid:10 1:0.338235 2:0.161765
1 qid:10 1:0.338235 2:0.161765
1 qid:10 1:0.338235 2:0.161765
1 qid:10 1:0.475000 2:0.087500
1 qid:10 1:0.250000 2:0.000000
1 qid:10 1:0.240000 2:0.040000
1 qid:10 1:0.215385 2:0.030769
1 qid:10 1:0.000000 2:0.000000
1 qid:10 1:0.073529 2:0.102941
1 qid:10 1:0.069182 2:0.113208
1 qid:10 1:0.092437 2:0.117647
1 qid:10 1:0.181818 2:0.045455
1 qid:10 1:0.220339 2:0.067797
1 qid:10 1:0.097561 2:0.109756
1 qid:10 1:0.191781 2:0.041096
1 qid:10 1:0.000000 2:0.000000
1 qid:10 1:0.204082 2:0.061224
1 qid:10 1:0.229508 2:0.032787
1 qid:10 1:0.229167 2:0.041667
1 qid:10 1:0.245283 2:0.037736
1 qid:10 1:0.220000 2:0.040000
1 qid:10 1:0.205882 2:0.044118
1 qid:10 1:0.257576 2:0.045455
1 qid:10 1:0.466667 2:0.066667
1 qid:10 1:0.238095 2:0.047619
1 qid:10 1:0.466667 2:0.000000
1 qid:10 1:0.267857 2:0.017857
1 qid:10 1:0.200000 2:0.000000
1 qid:10 1:0.272727 2:0.045455
1 qid:10 1:0.090909 2:0.181818
1 qid:10 1:0.200000 2:0.200000
1 qid:10 1:0.111111 2:0.111111
1 qid:10 1:0.150000 2:0.075000
1 qid:10 1:0.250000 2:0.000000
1 qid:10 1:0.185185 2:0.074074
1 qid:10 1:0.166667 2:0.083333
1 qid:10 1:0.111111 2:0.166667
1 qid:10 1:0.111111 2:0.166667
1 qid:10 1:0.250000 2:0.000000
1 qid:10 1:0.272727 2:0.000000
1 qid:10 1:0.333333 2:0.000000
1 qid:10 1:0.250000 2:0.000000
1 qid:10 1:0.187500 2:0.046875
1 qid:10 1:0.181818 2:0.030303
1 qid:10 1:0.666667 2:0.000000
1 qid:10 1:0.100000 2:0.066667
1 qid:10 1:0.227273 2:0.181818
1 qid:10 1:0.333333 2:0.000000
1 qid:10 1:0.714286 2:0.000000
1 qid:10 1:0.272727 2:0.000000
1 qid:10 1:0.210526 2:0.026316
1 qid:10 1:0.222222 2:0.037037
1 qid:10 1:0.267176 2:0.068702
1 qid:10 1:0.285714 2:0.051020
1 qid:10 1:0.230769 2:0.038462
1 qid:10 1:0.250000 2:0.041667
1 qid:10 1:0.157534 2:0.047945
1 qid:10 1:0.207921 2:0.039604
1 qid:10 1:0.195804 2:0.062937
1 qid:10 1:0.209302 2:0.069767
1 qid:10 1:0.258621 2:0.068966
1 qid:10 1:0.206349 2:0.063492
1 qid:10 1:0.230769 2:0.000000
1 qid:10 1:0.253521 2:0.042254
1 qid:10 1:0.272727 2:0.090909
1 qid:10 1:0.300000 2:0.100000
1 qid:10 1:0.272727 2:0.000000
1 qid:10 1:0.000000 2:0.000000
1 qid:10 1:0.285714 2:0.000000
1 qid:10 1:0.312500 2:0.062500
1 qid:10 1:0.351852 2:0.037037
1 qid:10 1:0.327273 2:0.054545
1 qid:10 1:0.187500 2:0.031250
1 qid:10 1:0.333333 2:0.000000
1 qid:10 1:0.253333 2:0.053333
1 qid:10 1:0.233766 2:0.025974
1 qid:10 1:0.238095 2:0.031746
1 qid:10 1:0.234375 2:0.031250
1 qid:10 1:0.293103 2:0.034483
1 qid:10 1:0.296296 2:0.037037
1 qid:10 1:0.226667 2:0.053333
1 qid:10 1:0.285714 2:0.035714
1 qid:10 1:0.347826 2:0.021739
1 qid:10 1:0.428571 2:0.000000
1 qid:10 1:0.375000 2:0.000000
1 qid:10 1:0.428571 2:0.000000
1 qid:10 1:0.276923 2:0.046154
1 qid:10 1:0.187500 2:0.031250
1 qid:10 1:0.333333 2:0.000000
1 qid:10 1:0.250000 2:0.062500
1 qid:10 1:0.246154 2:0.061538
1 qid:10 1:0.200000 2:0.087500
1 qid:10 1:0.250000 2:0.062500
1 qid:10 1:0.281250 2:0.015625
1 qid:10 1:0.216667 2:0.016667
1 qid:10 1:0.246154 2:0.046154
1 qid:10 1:0.428571 2:0.000000
1 qid:10 1:0.375000 2:0.000000
1 qid:10 1:0.428571 2:0.000000
1 qid:10 1:0.339623 2:0.056604
1 qid:10 1:0.187500 2:0.031250
1 qid:10 1:0.333333 2:0.000000
1 qid:10 1:0.298246 2:0.035088
1 qid:10 1:0.309091 2:0.018182
1 qid:10 1:0.274194 2:0.032258
1 qid:10 1:0.288136 2:0.033898
1 qid:10 1:0.428571 2:0.000000
1 qid:10 1:0.375000 2:0.000000
1 qid:10 1:0.428571 2:0.000000
1 qid:10 1:0.327273 2:0.054545
1 qid:10 1:0.187500 2:0.031250
1 qid:10 1:0.333333 2:0.000000
1 qid:10 1:0.298246 2:0.035088
1 qid:10 1:0.272727 2:0.036364
1 qid:10 1:0.246914 2:0.024691
1 qid:10 1:0.295082 2:0.049180
1 qid:10 1:0.283333 2:0.050000
1 qid:10 1:0.231884 2:0.057971
1 qid:10 1:0.243243 2:0.040541
1 qid:10 1:0.266667 2:0.033333
1 qid:10 1:0.290909 2:0.036364
1 qid:10 1:0.258065 2:0.064516
1 qid:10 1:0.229167 2:0.041667
1 qid:10 1:0.428571 2:0.000000
1 qid:10 1:0.375000 2:0.000000
1 qid:10 1:0.428571 2:0.000000
1 qid:10 1:0.327273 2:0.054545
1 qid:10 1:0.152542 2:0.033898
1 qid:10 1:0.285714 2:0.047619
1 qid:10 1:0.333333 2:0.000000
1 qid:10 1:0.187500 2:0.031250
1 qid:10 1:0.244186 2:0.058140
1 qid:10 1:0.201439 2:0.028777
1 qid:10 1:0.273973 2:0.068493
1 qid:10 1:0.207792 2:0.064935
1 qid:10 1:0.384615 2:0.019231
1 qid:10 1:0.253333 2:0.040000
1 qid:10 1:0.428571 2:0.000000
1 qid:10 1:0.375000 2:0.000000
1 qid:10 1:0.285714 2:0.047619
1 qid:10 1:0.333333 2:0.000000
1 qid:10 1:0.205882 2:0.058824
1 qid:10 1:0.230088 2:0.035398
1 qid:10 1:0.265957 2:0.021277
1 qid:10 1:0.277778 2:0.041667
1 qid:10 1:0.310345 2:0.034483
1 qid:10 1:0.226804 2:0.030928
1 qid:10 1:0.291667 2:0.027778
1 qid:10 1:0.202020 2:0.050505
1 qid:10 1:0.428571 2:0.000000
1 qid:10 1:0.375000 2:0.000000
1 qid:10 1:0.285714 2:0.047619
1 qid:10 1:0.333333 2:0.000000
1 qid:10 1:0.287879 2:0.060606
1 qid:10 1:0.333333 2:0.016667
1 qid:10 1:0.381818 2:0.036364
1 qid:10 1:0.362069 2:0.051724
1 qid:10 1:0.333333 2:0.047619
1 qid:10 1:0.338710 2:0.048387
1 qid:10 1:0.281690 2:0.028169
1 qid:10 1:0.428571 2:0.000000
1 qid:10 1:0.375000 2:0.000000
1 qid:10 1:0.375000 2:0.000000
1 qid:10 1:0.428571 2:0.000000
1 qid:10 1:0.305085 2:0.050847
1 qid:10 1:0.187500 2:0.031250
1 qid:10 1:0.333333 2:0.000000
1 qid:10 1:0.270270 2:0.027027
1 qid:10 1:0.247312 2:0.021505
1 qid:10 1:0.428571 2:0.000000
1 qid:10 1:0.375000 2:0.000000
1 qid:10 1:0.428571 2:0.000000
1 qid:10 1:0.263158 2:0.052632
1 qid:10 1:0.428571 2:0.000000
1 qid:10 1:0.375000 2:0.000000
1 qid:10 1:0.000000 2:0.000000
1 qid:10 1:0.000000 2:0.000000
2 qid:10 1:0.214286 2:0.071429
2 qid:10 1:0.155172 2:0.137931
2 qid:10 1:0.114754 2:0.122951
2 qid:10 1:0.160714 2:0.178571
2 qid:10 1:0.272727 2:0.181818
2 qid:10 1:0.155172 2:0.137931
2 qid:10 1:0.176000 2:0.112000
2 qid:10 1:0.233333 2:0.033333
2 qid:10 1:0.216802 2:0.070461
2 qid:10 1:0.219814 2:0.061920
2 qid:10 1:0.196970 2:0.060606
2 qid:10 1:0.300000 2:0.000000
2 qid:10 1:0.272727 2:0.181818
2 qid:10 1:0.155172 2:0.137931
2 qid:10 1:0.135593 2:0.118644
2 qid:10 1:0.272727 2:0.181818
3 qid:10 1:0.155172 2:0.137931
3 qid:10 1:0.071161 2:0.149813
3 qid:10 1:0.333333 2:0.000000
3 qid:10 1:0.025907 2:0.139896
3 qid:10 1:0.333333 2:0.000000
3 qid:10 1:0.037594 2:0.157895
3 qid:10 1:0.333333 2:0.000000
3 qid:10 1:0.052239 2:0.149254
3 qid:10 1:0.333333 2:0.000000
3 qid:10 1:0.027897 2:0.143777
3 qid:10 1:0.333333 2:0.000000
3 qid:10 1:0.023364 2:0.172897
3 qid:10 1:0.333333 2:0.000000
3 qid:10 1:0.030568 2:0.144105
3 qid:10 1:0.333333 2:0.000000
3 qid:10 1:0.035461 2:0.134752
3 qid:10 1:0.333333 2:0.000000
3 qid:10 1:0.025253 2:0.159091
3 qid:10 1:0.333333 2:0.000000
3 qid:10 1:0.010989 2:0.145604
3 qid:10 1:0.333333 2:0.000000
3 qid:10 1:0.034161 2:0.180124
3 qid:10 1:0.333333 2:0.000000
3 qid:10 1:0.037037 2:0.152263
3 qid:10 1:0.333333 2:0.000000
3 qid:10 1:0.058824 2:0.137255
3 qid:10 1:0.333333 2:0.000000
3 qid:10 1:0.054645 2:0.169399
3 qid:10 1:0.333333 2:0.000000
3 qid:10 1:0.024194 2:0.153226
3 qid:10 1:0.333333 2:0.000000
3 qid:10 1:0.040268 2:0.154362
3 qid:10 1:0.333333 2:0.000000
3 qid:10 1:0.046414 2:0.139241
3 qid:10 1:0.333333 2:0.000000
3 qid:10 1:0.027027 2:0.135135
3 qid:10 1:0.333333 2:0.000000
3 qid:10 1:0.068750 2:0.131250
3 qid:10 1:0.285714 2:0.142857
3 qid:10 1:0.103448 2:0.112069
3 qid:10 1:0.272727 2:0.181818
4 qid:10 1:0.155172 2:0.137931
4 qid:10 1:0.310345 2:0.103448
4 qid:10 1:0.242424 2:0.090909
4 qid:10 1:0.163265 2:0.122449
4 qid:10 1:0.195122 2:0.097561
4 qid:10 1:0.190476 2:0.166667
4 qid:10 1:0.245902 2:0.065574
4 qid:10 1:0.139535 2:0.069767
4 qid:10 1:0.277778 2:0.037037
4 qid:10 1:0.229592 2:0.045918
4 qid:10 1:0.233945 2:0.036697
4 qid:10 1:0.212121 2:0.121212
4 qid:10 1:0.264706 2:0.029412
4 qid:10 1:0.171429 2:0.028571
4 qid:10 1:0.115385 2:0.115385
4 qid:10 1:0.153846 2:0.038462
4 qid:10 1:0.142857 2:0.035714
4 qid:10 1:0.115385 2:0.038462
4 qid:10 1:0.200000 2:0.000000
4 qid:10 1:0.230769 2:0.000000
4 qid:10 1:0.220183 2:0.027523
4 qid:10 1:0.225806 2:0.129032
4 qid:10 1:0.272727 2:0.181818
4 qid:10 1:0.155172 2:0.137931
4 qid:10 1:0.230769 2:0.071006
4 qid:10 1:0.304348 2:0.130435
4 qid:10 1:0.217391 2:0.043478
4 qid:10 1:0.200000 2:0.040000
4 qid:10 1:0.230769 2:0.128205
4 qid:10 1:0.146341 2:0.121951
4 qid:10 1:0.100000 2:0.233333
4 qid:10 1:0.078431 2:0.186275
4 qid:10 1:0.000000 2:0.000000
4 qid:10 1:0.166667 2:0.333333
4 qid:10 1:0.148148 2:0.333333
4 qid:10 1:0.146789 2:0.192661
4 qid:10 1:0.207792 2:0.233766
4 qid:10 1:0.180328 2:0.114754
4 qid:10 1:0.263158 2:0.421053
4 qid:10 1:0.000000 2:0.000000
4 qid:10 1:0.157895 2:0.210526
4 qid:10 1:0.148936 2:0.099291
4 qid:10 1:0.208333 2:0.083333
4 qid:10 1:0.214286 2:0.214286
4 qid:10 1:0.193798 2:0.062016
4 qid:10 1:0.230769 2:0.230769
4 qid:10 1:0.333333 2:0.142857
4 qid:10 1:0.272727 2:0.181818
4 qid:10 1:0.300000 2:0.100000
4 qid:10 1:0.000000 2:0.000000
4 qid:10 1:0.164557 2:0.113924
4 qid:10 1:0.197183 2:0.140845
4 qid:10 1:0.000000 2:0.000000
4 qid:10 1:0.150685 2:0.095890
4 qid:10 1:0.197802 2:0.065934
4 qid:10 1:0.000000 2:0.000000
4 qid:10 1:0.180000 2:0.080000
4 qid:10 1:0.118095 2:0.108571
4 qid:10 1:0.107143 2:0.178571
4 qid:10 1:0.194915 2:0.050847
4 qid:10 1:0.000000 2:0.000000
4 qid:10 1:0.272727 2:0.000000
4 qid:10 1:0.179104 2:0.029851
4 qid:10 1:0.048352 2:0.129670
4 qid:10 1:0.202128 2:0.031915
4 qid:10 1:0.250000 2:0.166667
4 qid:10 1:0.000000 2:0.000000
4 qid:10 1:0.300000 2:0.000000
4 qid:10 1:0.000000 2:0.000000
4 qid:10 1:0.000000 2:0.000000
4 qid:10 1:0.000000 2:0.000000
4 qid:10 1:0.137931 2:0.172414
4 qid:10 1:0.195652 2:0.065217
4 qid:10 1:0.000000 2:0.000000
4 qid:10 1:0.187500 2:0.041667
4 qid:10 1:0.128866 2:0.067010
4 qid:10 1:0.272727 2:0.000000
4 qid:10 1:0.000000 2:0.000000
4 qid:10 1:0.187500 2:0.041667
4 qid:10 1:0.165563 2:0.072848
4 qid:10 1:0.272727 2:0.000000
4 qid:10 1:0.000000 2:0.000000
4 qid:10 1:0.187500 2:0.041667
4 qid:10 1:0.156863 2:0.078431
4 qid:10 1:0.272727 2:0.000000
4 qid:10 1:0.000000 2:0.000000
4 qid:10 1:0.187500 2:0.041667
4 qid:10 1:0.173611 2:0.076389
4 qid:10 1:0.272727 2:0.000000
4 qid:10 1:0.000000 2:0.000000
4 qid:10 1:0.187500 2:0.041667
4 qid:10 1:0.160000 2:0.066667
4 qid:10 1:0.272727 2:0.000000
4 qid:10 1:0.000000 2:0.000000
4 qid:10 1:0.187500 2:0.041667
4 qid:10 1:0.146341 2:0.073171
4 qid:10 1:0.272727 2:0.000000
4 qid:10 1:0.000000 2:0.000000
4 qid:10 1:0.187500 2:0.041667
4 qid:10 1:0.160000 2:0.066667
4 qid:10 1:0.272727 2:0.000000
4 qid:10 1:0.000000 2:0.000000
4 qid:10 1:0.300000 2:0.000000
4 qid:10 1:0.000000 2:0.000000
4 qid:10 1:0.137500 2:0.137500
4 qid:10 1:0.195122 2:0.073171
4 qid:10 1:0.224044 2:0.065574
4 qid:10 1:0.241573 2:0.067416
4 qid:10 1:0.232432 2:0.064865
4 qid:10 1:0.227027 2:0.064865
4 qid:10 1:0.241176 2:0.064706
4 qid:10 1:0.300000 2:0.000000
4 qid:10 1:0.173913 2:0.065217
4 qid:10 1:0.077869 2:0.139344
4 qid:10 1:0.198020 2:0.029703
4 qid:10 1:0.300000 2:0.000000
4 qid:10 1:0.272727 2:0.181818
4 qid:10 1:0.277778 2:0.083333
4 qid:10 1:0.216216 2:0.067568
4 qid:10 1:0.200000 2:0.033333
4 qid:10 1:0.272727 2:0.060606
4 qid:10 1:0.375000 2:0.000000
4 qid:10 1:0.225000 2:0.050000
4 qid:10 1:0.333333 2:0.000000
4 qid:10 1:0.375000 2:0.025000
4 qid:10 1:0.181818 2:0.000000
4 qid:10 1:0.333333 2:0.000000
4 qid:10 1:0.253333 2:0.053333
4 qid:10 1:0.233766 2:0.025974
4 qid:10 1:0.238095 2:0.031746
4 qid:10 1:0.234375 2:0.031250
4 qid:10 1:0.293103 2:0.034483
4 qid:10 1:0.296296 2:0.037037
4 qid:10 1:0.226667 2:0.053333
4 qid:10 1:0.285714 2:0.035714
4 qid:10 1:0.347826 2:0.021739
4 qid:10 1:0.428571 2:0.000000
4 qid:10 1:0.428571 2:0.000000
4 qid:10 1:0.125000 2:0.000000
4 qid:10 1:0.333333 2:0.000000
4 qid:10 1:0.250000 2:0.062500
4 qid:10 1:0.246154 2:0.061538
4 qid:10 1:0.200000 2:0.087500
4 qid:10 1:0.250000 2:0.062500
4 qid:10 1:0.281250 2:0.015625
4 qid:10 1:0.216667 2:0.016667
4 qid:10 1:0.246154 2:0.046154
4 qid:10 1:0.428571 2:0.000000
4 qid:10 1:0.428571 2:0.000000
4 qid:10 1:0.200000 2:0.000000
4 qid:10 1:0.333333 2:0.000000
4 qid:10 1:0.298246 2:0.035088
4 qid:10 1:0.309091 2:0.018182
4 qid:10 1:0.274194 2:0.032258
4 qid:10 1:0.288136 2:0.033898
4 qid:10 1:0.428571 2:0.000000
4 qid:10 1:0.428571 2:0.000000
4 qid:10 1:0.181818 2:0.000000
4 qid:10 1:0.333333 2:0.000000
4 qid:10 1:0.298246 2:0.035088
4 qid:10 1:0.272727 2:0.036364
4 qid:10 1:0.246914 2:0.024691
4 qid:10 1:0.295082 2:0.049180
4 qid:10 1:0.283333 2:0.050000
4 qid:10 1:0.231884 2:0.057971
4 qid:10 1:0.243243 2:0.040541
4 qid:10 1:0.266667 2:0.033333
4 qid:10 1:0.290909 2:0.036364
4 qid:10 1:0.258065 2:0.064516
4 qid:10 1:0.229167 2:0.041667
4 qid:10 1:0.428571 2:0.000000
4 qid:10 1:0.428571 2:0.000000
4 qid:10 1:0.181818 2:0.000000
4 qid:10 1:0.333333 2:0.000000
4 qid:10 1:0.187500 2:0.031250
4 qid:10 1:0.244186 2:0.058140
4 qid:10 1:0.201439 2:0.028777
4 qid:10 1:0.273973 2:0.068493
4 qid:10 1:0.207792 2:0.064935
4 qid:10 1:0.384615 2:0.019231
4 qid:10 1:0.253333 2:0.040000
4 qid:10 1:0.205882 2:0.058824
4 qid:10 1:0.230088 2:0.035398
4 qid:10 1:0.265957 2:0.021277
4 qid:10 1:0.277778 2:0.041667
4 qid:10 1:0.310345 2:0.034483
4 qid:10 1:0.226804 2:0.030928
4 qid:10 1:0.291667 2:0.027778
4 qid:10 1:0.202020 2:0.050505
4 qid:10 1:0.287879 2:0.060606
4 qid:10 1:0.333333 2:0.016667
4 qid:10 1:0.381818 2:0.036364
4 qid:10 1:0.362069 2:0.051724
4 qid:10 1:0.333333 2:0.047619
4 qid:10 1:0.338710 2:0.048387
4 qid:10 1:0.281690 2:0.028169
4 qid:10 1:0.428571 2:0.000000
4 qid:10 1:0.428571 2:0.000000
4 qid:10 1:0.153846 2:0.000000
4 qid:10 1:0.333333 2:0.000000
4 qid:10 1:0.270270 2:0.027027
4 qid:10 1:0.247312 2:0.021505
4 qid:10 1:0.428571 2:0.000000
4 qid:10 1:0.428571 2:0.000000
4 qid:10 1:0.312500 2:0.041667
4 qid:10 1:0.428571 2:0.000000
4 qid:10 1:0.375000 2:0.000000
4 qid:10 1:0.214286 2:0.035714
4 qid:10 1:0.217391 2:0.086957
4 qid:10 1:0.098039 2:0.117647
4 qid:10 1:0.375000 2:0.000000
4 qid:10 1:0.238095 2:0.047619
4 qid:10 1:0.161290 2:0.096774
4 qid:10 1:0.190476 2:0.142857
4 qid:10 1:0.115385 2:0.115385
4 qid:10 1:0.038462 2:0.076923
4 qid:10 1:0.500000 2:0.000000
4 qid:10 1:0.375000 2:0.000000
4 qid:10 1:0.192308 2:0.096154
4 qid:10 1:0.269036 2:0.055838
4 qid:10 1:0.000000 2:0.000000
4 qid:10 1:0.375000 2:0.000000
4 qid:10 1:0.375000 2:0.000000
4 qid:10 1:0.272727 2:0.000000
4 qid:10 1:0.000000 2:0.000000
4 qid:10 1:0.437500 2:0.125000
4 qid:10 1:0.181818 2:0.030303
4 qid:10 1:0.307692 2:0.269231
4 qid:10 1:0.229508 2:0.049180
4 qid:10 1:0.272727 2:0.060606
4 qid:10 1:0.236842 2:0.052632
4 qid:10 1:0.235294 2:0.176471
4 qid:10 1:0.280000 2:0.130000
4 qid:10 1:0.280000 2:0.100000
4 qid:10 1:0.294118 2:0.147059
4 qid:10 1:0.208696 2:0.069565
4 qid:10 1:0.223529 2:0.082353
4 qid:10 1:0.555556 2:0.222222
4 qid:10 1:0.272727 2:0.000000
4 qid:10 1:0.294643 2:0.035714
4 qid:10 1:0.280000 2:0.160000
4 qid:10 1:0.000000 2:0.000000
4 qid:10 1:0.000000 2:0.000000
4 qid:10 1:0.333333 2:0.000000
4 qid:10 1:0.333333 2:0.000000
4 qid:10 1:0.290909 2:0.018182
4 qid:10 1:0.253968 2:0.023810
4 qid:10 1:0.268293 2:0.024390
4 qid:10 1:0.275000 2:0.025000
4 qid:10 1:0.333333 2:0.190476
4 qid:10 1:0.250000 2:0.019231
4 qid:10 1:0.272727 2:0.036364
4 qid:10 1:0.466667 2:0.000000
4 qid:10 1:0.333333 2:0.000000
4 qid:10 1:0.333333 2:0.000000
4 qid:10 1:0.000000 2:0.000000
4 qid:10 1:0.156250 2:0.031250
4 qid:10 1:0.666667 2:0.000000
4 qid:10 1:0.136364 2:0.090909
4 qid:10 1:0.208333 2:0.125000
4 qid:10 1:0.120000 2:0.180000
4 qid:10 1:0.062500 2:0.062500
4 qid:10 1:0.200000 2:0.400000
4 qid:10 1:0.062500 2:0.187500
4 qid:10 1:0.333333 2:0.000000
4 qid:10 1:0.000000 2:0.000000
4 qid:10 1:0.086957 2:0.043478
4 qid:10 1:0.333333 2:0.000000
4 qid:10 1:0.171875 2:0.031250
4 qid:10 1:0.180328 2:0.032787
4 qid:10 1:0.193548 2:0.032258
4 qid:10 1:0.193548 2:0.032258
4 qid:10 1:0.193548 2:0.032258
4 qid:10 1:0.333333 2:0.000000
4 qid:10 1:0.000000 2:0.000000
4 qid:10 1:0.086957 2:0.043478
4 qid:10 1:0.333333 2:0.000000
4 qid:10 1:0.171875 2:0.031250
4 qid:10 1:0.180328 2:0.032787
4 qid:10 1:0.193548 2:0.032258
4 qid:10 1:0.193548 2:0.032258
4 qid:10 1:0.193548 2:0.032258
4 qid:10 1:0.333333 2:0.000000
4 qid:10 1:0.000000 2:0.000000
4 qid:10 1:0.086957 2:0.043478
4 qid:10 1:0.333333 2:0.000000
4 qid:10 1:0.171875 2:0.031250
4 qid:10 1:0.180328 2:0.032787
4 qid:10 1:0.193548 2:0.032258
4 qid:10 1:0.193548 2:0.032258
4 qid:10 1:0.193548 2:0.032258
4 qid:10 1:0.333333 2:0.000000
4 qid:10 1:0.000000 2:0.777778
4 qid:10 1:0.102564 2:0.076923
4 qid:10 1:0.312500 2:0.125000
4 qid:10 1:0.171429 2:0.085714
4 qid:10 1:0.250000 2:0.000000
4 qid:10 1:0.162162 2:0.054054
4 qid:10 1:0.333333 2:0.000000
4 qid:10 1:0.714286 2:0.000000
4 qid:10 1:0.272727 2:0.000000
1 qid:11 1:0.000000 2:0.333333
1 qid:11 1:0.000000 2:0.000000
1 qid:11 1:0.230769 2:0.067308
1 qid:11 1:0.338235 2:0.132353
1 qid:11 1:0.338235 2:0.161765
1 qid:11 1:0.338235 2:0.161765
1 qid:11 1:0.338235 2:0.161765
1 qid:11 1:0.475000 2:0.087500
1 qid:11 1:0.250000 2:0.000000
1 qid:11 1:0.240000 2:0.040000
1 qid:11 1:0.215385 2:0.030769
1 qid:11 1:0.000000 2:0.000000
1 qid:11 1:0.089744 2:0.076923
1 qid:11 1:0.056604 2:0.125786
1 qid:11 1:0.086957 2:0.121739
1 qid:11 1:0.177778 2:0.066667
1 qid:11 1:0.220339 2:0.067797
1 qid:11 1:0.097561 2:0.097561
1 qid:11 1:0.191781 2:0.041096
1 qid:11 1:0.000000 2:0.000000
1 qid:11 1:0.204082 2:0.061224
1 qid:11 1:0.229508 2:0.032787
1 qid:11 1:0.229167 2:0.041667
1 qid:11 1:0.245283 2:0.037736
1 qid:11 1:0.220000 2:0.040000
1 qid:11 1:0.205882 2:0.044118
1 qid:11 1:0.257576 2:0.045455
1 qid:11 1:0.466667 2:0.066667
1 qid:11 1:0.238095 2:0.047619
1 qid:11 1:0.466667 2:0.000000
1 qid:11 1:0.267857 2:0.017857
1 qid:11 1:0.200000 2:0.000000
1 qid:11 1:0.272727 2:0.045455
1 qid:11 1:0.090909 2:0.181818
1 qid:11 1:0.200000 2:0.200000
1 qid:11 1:0.111111 2:0.111111
1 qid:11 1:0.150000 2:0.075000
1 qid:11 1:0.250000 2:0.000000
1 qid:11 1:0.185185 2:0.074074
